2026-06-17 16:41:22 | INFO     | src.models.logistic_regression           | Logistic Regression initialized
2026-06-17 20:11:58 | DEBUG    | src.eda.distribution_analyzer            | [31/49] NoOfURLRedirect
2026-06-17 20:11:58 | DEBUG    | src.eda.visualization_manager            | Plot style configured
2026-06-17 20:11:59 | DEBUG    | src.eda.visualization_manager            | Saved plot → outputs\plots\eda\distributions\NoOfURLRedirect.png
2026-06-17 20:11:59 | DEBUG    | src.eda.distribution_analyzer            | [32/49] NoOfSelfRedirect
2026-06-17 20:11:59 | DEBUG    | src.eda.visualization_manager            | Plot style configured
2026-06-17 20:12:00 | DEBUG    | src.eda.visualization_manager            | Saved plot → outputs\plots\eda\distributions\NoOfSelfRedirect.png
2026-06-17 20:12:00 | DEBUG    | src.eda.distribution_analyzer            | [33/49] NoOfPopup
2026-06-17 20:12:00 | DEBUG    | src.eda.visualization_manager            | Plot style configured
2026-06-17 20:12:02 | DEBUG    | src.eda.visualization_manager            | Saved plot → outputs\plots\eda\distributions\NoOfPopup.png
2026-06-17 20:12:02 | DEBUG    | src.eda.distribution_analyzer            | [34/49] NoOfiFrame
2026-06-17 20:12:02 | DEBUG    | src.eda.visualization_manager            | Plot style configured
2026-06-17 20:12:03 | DEBUG    | src.eda.visualization_manager            | Saved plot → outputs\plots\eda\distributions\NoOfiFrame.png
2026-06-17 20:12:03 | DEBUG    | src.eda.distribution_analyzer            | [35/49] HasExternalFormSubmit
2026-06-17 20:12:03 | DEBUG    | src.eda.visualization_manager            | Plot style configured
2026-06-17 20:12:04 | DEBUG    | src.eda.visualization_manager            | Saved plot → outputs\plots\eda\distributions\HasExternalFormSubmit.png
2026-06-17 20:12:04 | DEBUG    | src.eda.distribution_analyzer            | [36/49] HasSubmitButton
2026-06-17 20:12:04 | DEBUG    | src.eda.visualization_manager            | Plot style configured
2026-06-17 20:12:05 | DEBUG    | src.eda.visualization_manager            | Saved plot → outputs\plots\eda\distributions\HasSubmitButton.png
2026-06-17 20:12:05 | DEBUG    | src.eda.distribution_analyzer            | [37/49] HasHiddenFields
2026-06-17 20:12:05 | DEBUG    | src.eda.visualization_manager            | Plot style configured
2026-06-17 20:12:05 | DEBUG    | src.eda.visualization_manager            | Saved plot → outputs\plots\eda\distributions\HasHiddenFields.png
2026-06-17 20:12:05 | DEBUG    | src.eda.distribution_analyzer            | [38/49] HasPasswordField
2026-06-17 20:12:05 | DEBUG    | src.eda.visualization_manager            | Plot style configured
2026-06-17 20:12:06 | DEBUG    | src.eda.visualization_manager            | Saved plot → outputs\plots\eda\distributions\HasPasswordField.png
2026-06-17 20:12:06 | DEBUG    | src.eda.distribution_analyzer            | [39/49] HasSocialNet
2026-06-17 20:12:06 | DEBUG    | src.eda.visualization_manager            | Plot style configured
2026-06-17 20:12:07 | DEBUG    | src.eda.visualization_manager            | Saved plot → outputs\plots\eda\distributions\HasSocialNet.png
2026-06-17 20:12:07 | DEBUG    | src.eda.distribution_analyzer            | [40/49] HasCopyrightInfo
2026-06-17 20:12:07 | DEBUG    | src.eda.visualization_manager            | Plot style configured
2026-06-17 20:12:07 | DEBUG    | src.eda.visualization_manager            | Saved plot → outputs\plots\eda\distributions\HasCopyrightInfo.png
2026-06-17 20:12:07 | DEBUG    | src.eda.distribution_analyzer            | [41/49] Bank
2026-06-17 20:12:07 | DEBUG    | src.eda.visualization_manager            | Plot style configured
2026-06-17 20:12:08 | DEBUG    | src.eda.visualization_manager            | Saved plot → outputs\plots\eda\distributions\Bank.png
2026-06-17 20:12:08 | DEBUG    | src.eda.distribution_analyzer            | [42/49] Pay
2026-06-17 20:12:08 | DEBUG    | src.eda.visualization_manager            | Plot style configured
2026-06-17 20:12:09 | DEBUG    | src.eda.visualization_manager            | Saved plot → outputs\plots\eda\distributions\Pay.png
2026-06-17 20:12:09 | DEBUG    | src.eda.distribution_analyzer            | [43/49] Crypto
2026-06-17 20:12:09 | DEBUG    | src.eda.visualization_manager            | Plot style configured
2026-06-17 20:12:09 | DEBUG    | src.eda.visualization_manager            | Saved plot → outputs\plots\eda\distributions\Crypto.png
2026-06-17 20:12:09 | DEBUG    | src.eda.distribution_analyzer            | [44/49] NoOfImage
2026-06-17 20:12:09 | DEBUG    | src.eda.visualization_manager            | Plot style configured
2026-06-17 20:12:11 | DEBUG    | src.eda.visualization_manager            | Saved plot → outputs\plots\eda\distributions\NoOfImage.png
2026-06-17 20:12:11 | DEBUG    | src.eda.distribution_analyzer            | [45/49] NoOfCSS
2026-06-17 20:12:11 | DEBUG    | src.eda.visualization_manager            | Plot style configured
2026-06-17 20:12:12 | DEBUG    | src.eda.visualization_manager            | Saved plot → outputs\plots\eda\distributions\NoOfCSS.png
2026-06-17 20:12:12 | DEBUG    | src.eda.distribution_analyzer            | [46/49] NoOfJS
2026-06-17 20:12:12 | DEBUG    | src.eda.visualization_manager            | Plot style configured
2026-06-17 20:12:13 | DEBUG    | src.eda.visualization_manager            | Saved plot → outputs\plots\eda\distributions\NoOfJS.png
2026-06-17 20:12:13 | DEBUG    | src.eda.distribution_analyzer            | [47/49] NoOfSelfRef
2026-06-17 20:12:13 | DEBUG    | src.eda.visualization_manager            | Plot style configured
2026-06-17 20:12:15 | DEBUG    | src.eda.visualization_manager            | Saved plot → outputs\plots\eda\distributions\NoOfSelfRef.png
2026-06-17 20:12:15 | DEBUG    | src.eda.distribution_analyzer            | [48/49] NoOfEmptyRef
2026-06-17 20:12:15 | DEBUG    | src.eda.visualization_manager            | Plot style configured
2026-06-17 20:12:16 | DEBUG    | src.eda.visualization_manager            | Saved plot → outputs\plots\eda\distributions\NoOfEmptyRef.png
2026-06-17 20:12:16 | DEBUG    | src.eda.distribution_analyzer            | [49/49] NoOfExternalRef
2026-06-17 20:12:16 | DEBUG    | src.eda.visualization_manager            | Plot style configured
2026-06-17 20:12:17 | DEBUG    | src.eda.visualization_manager            | Saved plot → outputs\plots\eda\distributions\NoOfExternalRef.png
2026-06-17 20:12:17 | INFO     | src.eda.distribution_analyzer            | Distribution plots saved: 49
2026-06-17 20:12:18 | DEBUG    | src.eda.visualization_manager            | Plot style configured
2026-06-17 20:12:21 | DEBUG    | src.eda.visualization_manager            | Saved plot → outputs\plots\eda\outlier_boxplots.png
2026-06-17 20:12:22 | DEBUG    | src.eda.visualization_manager            | Saved plot → outputs\plots\eda\skewness_summary.png
2026-06-17 20:12:22 | INFO     | src.eda.correlation_analyzer             | ============================================================
2026-06-17 20:12:22 | INFO     | src.eda.correlation_analyzer             | M2.1 — CORRELATION ANALYSIS MODULE
2026-06-17 20:12:22 | INFO     | src.eda.correlation_analyzer             | ============================================================
2026-06-17 20:12:22 | INFO     | src.eda.correlation_analyzer             | Computing Pearson correlation (48 numeric features) …
2026-06-17 20:12:24 | INFO     | src.eda.correlation_analyzer             | Pearson matrix computed ✓
2026-06-17 20:12:24 | INFO     | src.eda.correlation_analyzer             | Computing Spearman correlation (48 features, 50,000 rows) …
2026-06-17 20:12:25 | INFO     | src.eda.correlation_analyzer             | Spearman matrix computed ✓
2026-06-17 20:12:25 | INFO     | src.eda.correlation_analyzer             | Top-20 positive pairs extracted (max r=0.9560)
2026-06-17 20:12:25 | INFO     | src.eda.correlation_analyzer             | Top-20 negative pairs extracted (min r=-0.7117)
2026-06-17 20:12:25 | INFO     | src.eda.correlation_analyzer             | Correlation network: 129 pairs |r|≥0.3  (9 high-corr |r|≥0.75)
2026-06-17 20:12:25 | INFO     | src.eda.correlation_analyzer             | Saved: correlation_analysis.csv
2026-06-17 20:12:25 | DEBUG    | src.eda.visualization_manager            | Plot style configured
2026-06-17 20:12:27 | DEBUG    | src.eda.visualization_manager            | Saved plot → outputs\plots\eda\correlation_heatmap_pearson.png
2026-06-17 20:12:27 | DEBUG    | src.eda.visualization_manager            | Plot style configured
2026-06-17 20:12:29 | DEBUG    | src.eda.visualization_manager            | Saved plot → outputs\plots\eda\correlation_heatmap_spearman.png
2026-06-17 20:12:29 | DEBUG    | src.eda.visualization_manager            | Plot style configured
2026-06-17 20:12:30 | DEBUG    | src.eda.visualization_manager            | Saved plot → outputs\plots\eda\top_correlation_pairs.png
2026-06-17 20:12:30 | DEBUG    | src.eda.visualization_manager            | Plot style configured
2026-06-17 20:12:33 | DEBUG    | src.eda.visualization_manager            | Saved plot → outputs\plots\eda\target_correlation_full.png
2026-06-17 20:12:33 | INFO     | src.eda.correlation_analyzer             | CORRELATION ANALYSIS COMPLETE
2026-06-17 20:12:34 | INFO     | src.eda.leakage_analyzer                 | ============================================================
2026-06-17 20:12:34 | INFO     | src.eda.leakage_analyzer                 | M2.1 — LEAKAGE ANALYSIS MODULE
2026-06-17 20:12:34 | INFO     | src.eda.leakage_analyzer                 | ============================================================
2026-06-17 20:12:35 | INFO     | src.eda.leakage_analyzer                 | URLSimilarityIndex AUROC          : 0.996090
2026-06-17 20:12:35 | INFO     | src.eda.leakage_analyzer                 |   All legitimate = 100.0          : True
2026-06-17 20:12:35 | INFO     | src.eda.leakage_analyzer                 |   Phishing mean                   : 49.6515
2026-06-17 20:12:35 | INFO     | src.eda.leakage_analyzer                 |   Legitimate mean                 : 100.0
2026-06-17 20:12:35 | DEBUG    | src.eda.visualization_manager            | Plot style configured
2026-06-17 20:18:57 | INFO     | src.eda.leakage_analyzer                 | ============================================================
2026-06-17 20:18:57 | INFO     | src.eda.leakage_analyzer                 | M2.1 — LEAKAGE ANALYSIS MODULE
2026-06-17 20:18:57 | INFO     | src.eda.leakage_analyzer                 | ============================================================
2026-06-17 20:18:57 | INFO     | src.eda.leakage_analyzer                 | URLSimilarityIndex AUROC          : 0.996090
2026-06-17 20:18:57 | INFO     | src.eda.leakage_analyzer                 |   All legitimate = 100.0          : True
2026-06-17 20:18:57 | INFO     | src.eda.leakage_analyzer                 |   Phishing mean                   : 49.6515
2026-06-17 20:18:57 | INFO     | src.eda.leakage_analyzer                 |   Legitimate mean                 : 100.0
2026-06-17 20:18:57 | DEBUG    | src.eda.visualization_manager            | Plot style configured
2026-06-17 20:20:47 | DEBUG    | src.eda.visualization_manager            | Plot style configured
2026-06-17 20:20:50 | INFO     | src.eda.eda_analyzer                     | Computing dataset overview …
2026-06-17 20:20:50 | INFO     | src.eda.eda_analyzer                     |   Rows        : 235,370
2026-06-17 20:20:50 | INFO     | src.eda.eda_analyzer                     |   Track B feat: 49
2026-06-17 20:20:50 | INFO     | src.eda.eda_analyzer                     |   Missing     : 0
2026-06-17 20:20:50 | INFO     | src.eda.eda_analyzer                     |   Memory      : 183.3 MB
2026-06-17 20:20:50 | INFO     | src.eda.eda_analyzer                     |   Phishing    : 100,520 (42.71%)
2026-06-17 20:20:50 | INFO     | src.eda.eda_analyzer                     |   Legitimate  : 134,850 (57.29%)
2026-06-17 20:20:50 | INFO     | src.eda.eda_analyzer                     | Saved: dataset_overview.csv
2026-06-17 20:20:50 | DEBUG    | src.eda.visualization_manager            | Plot style configured
2026-06-17 20:20:50 | DEBUG    | src.eda.visualization_manager            | Saved plot → outputs\plots\eda\class_distribution.png
2026-06-17 20:20:50 | DEBUG    | src.eda.visualization_manager            | Plot style configured
2026-06-17 20:20:50 | DEBUG    | src.eda.visualization_manager            | Saved plot → outputs\plots\eda\dtype_summary.png
2026-06-17 20:20:50 | INFO     | src.eda.distribution_analyzer            | ============================================================
2026-06-17 20:20:50 | INFO     | src.eda.distribution_analyzer            | M2.1 — DISTRIBUTION ANALYSIS MODULE
2026-06-17 20:20:50 | INFO     | src.eda.distribution_analyzer            | ============================================================
2026-06-17 20:20:50 | INFO     | src.eda.distribution_analyzer            | Generating distribution plots for 49 features …
2026-06-17 20:20:50 | DEBUG    | src.eda.distribution_analyzer            | [1/49] URLLength
2026-06-17 20:20:50 | DEBUG    | src.eda.visualization_manager            | Plot style configured
2026-06-17 20:20:52 | DEBUG    | src.eda.visualization_manager            | Saved plot → outputs\plots\eda\distributions\URLLength.png
2026-06-17 20:20:52 | DEBUG    | src.eda.distribution_analyzer            | [2/49] DomainLength
2026-06-17 20:20:52 | DEBUG    | src.eda.visualization_manager            | Plot style configured
2026-06-17 20:20:54 | DEBUG    | src.eda.visualization_manager            | Saved plot → outputs\plots\eda\distributions\DomainLength.png
2026-06-17 20:20:54 | DEBUG    | src.eda.distribution_analyzer            | [3/49] TLDLength
2026-06-17 20:20:54 | DEBUG    | src.eda.visualization_manager            | Plot style configured
2026-06-17 20:20:55 | DEBUG    | src.eda.visualization_manager            | Saved plot → outputs\plots\eda\distributions\TLDLength.png
2026-06-17 20:20:55 | DEBUG    | src.eda.distribution_analyzer            | [4/49] TLD
2026-06-17 20:20:55 | DEBUG    | src.eda.visualization_manager            | Plot style configured
2026-06-17 20:21:05 | DEBUG    | src.eda.visualization_manager            | Saved plot → outputs\plots\eda\distributions\TLD.png
2026-06-17 20:21:05 | DEBUG    | src.eda.distribution_analyzer            | [5/49] IsDomainIP
2026-06-17 20:21:05 | DEBUG    | src.eda.visualization_manager            | Plot style configured
2026-06-17 20:21:05 | DEBUG    | src.eda.visualization_manager            | Saved plot → outputs\plots\eda\distributions\IsDomainIP.png
2026-06-17 20:21:05 | DEBUG    | src.eda.distribution_analyzer            | [6/49] NoOfSubDomain
2026-06-17 20:21:05 | DEBUG    | src.eda.visualization_manager            | Plot style configured
2026-06-17 20:21:07 | DEBUG    | src.eda.visualization_manager            | Saved plot → outputs\plots\eda\distributions\NoOfSubDomain.png
2026-06-17 20:21:07 | DEBUG    | src.eda.distribution_analyzer            | [7/49] IsHTTPS
2026-06-17 20:21:07 | DEBUG    | src.eda.visualization_manager            | Plot style configured
2026-06-17 20:21:08 | DEBUG    | src.eda.visualization_manager            | Saved plot → outputs\plots\eda\distributions\IsHTTPS.png
2026-06-17 20:21:08 | DEBUG    | src.eda.distribution_analyzer            | [8/49] CharContinuationRate
2026-06-17 20:21:08 | DEBUG    | src.eda.visualization_manager            | Plot style configured
2026-06-17 20:21:10 | DEBUG    | src.eda.visualization_manager            | Saved plot → outputs\plots\eda\distributions\CharContinuationRate.png
2026-06-17 20:21:10 | DEBUG    | src.eda.distribution_analyzer            | [9/49] TLDLegitimateProb
2026-06-17 20:21:10 | DEBUG    | src.eda.visualization_manager            | Plot style configured
2026-06-17 20:21:13 | DEBUG    | src.eda.visualization_manager            | Saved plot → outputs\plots\eda\distributions\TLDLegitimateProb.png
2026-06-17 20:21:13 | DEBUG    | src.eda.distribution_analyzer            | [10/49] URLCharProb
2026-06-17 20:21:13 | DEBUG    | src.eda.visualization_manager            | Plot style configured
2026-06-17 20:21:15 | DEBUG    | src.eda.visualization_manager            | Saved plot → outputs\plots\eda\distributions\URLCharProb.png
2026-06-17 20:21:15 | DEBUG    | src.eda.distribution_analyzer            | [11/49] NoOfLettersInURL
2026-06-17 20:21:15 | DEBUG    | src.eda.visualization_manager            | Plot style configured
2026-06-17 20:21:17 | DEBUG    | src.eda.visualization_manager            | Saved plot → outputs\plots\eda\distributions\NoOfLettersInURL.png
2026-06-17 20:21:17 | DEBUG    | src.eda.distribution_analyzer            | [12/49] LetterRatioInURL
2026-06-17 20:21:17 | DEBUG    | src.eda.visualization_manager            | Plot style configured
2026-06-17 20:21:20 | DEBUG    | src.eda.visualization_manager            | Saved plot → outputs\plots\eda\distributions\LetterRatioInURL.png
2026-06-17 20:21:20 | DEBUG    | src.eda.distribution_analyzer            | [13/49] NoOfDegitsInURL
2026-06-17 20:21:20 | DEBUG    | src.eda.visualization_manager            | Plot style configured
2026-06-17 20:21:21 | DEBUG    | src.eda.visualization_manager            | Saved plot → outputs\plots\eda\distributions\NoOfDegitsInURL.png
2026-06-17 20:21:21 | DEBUG    | src.eda.distribution_analyzer            | [14/49] DegitRatioInURL
2026-06-17 20:21:21 | DEBUG    | src.eda.visualization_manager            | Plot style configured
2026-06-17 20:21:23 | DEBUG    | src.eda.visualization_manager            | Saved plot → outputs\plots\eda\distributions\DegitRatioInURL.png
2026-06-17 20:21:23 | DEBUG    | src.eda.distribution_analyzer            | [15/49] NoOfEqualsInURL
2026-06-17 20:21:23 | DEBUG    | src.eda.visualization_manager            | Plot style configured
2026-06-17 20:21:24 | DEBUG    | src.eda.visualization_manager            | Saved plot → outputs\plots\eda\distributions\NoOfEqualsInURL.png
2026-06-17 20:21:24 | DEBUG    | src.eda.distribution_analyzer            | [16/49] NoOfQMarkInURL
2026-06-17 20:21:24 | DEBUG    | src.eda.visualization_manager            | Plot style configured
2026-06-17 20:21:25 | DEBUG    | src.eda.visualization_manager            | Saved plot → outputs\plots\eda\distributions\NoOfQMarkInURL.png
2026-06-17 20:21:25 | DEBUG    | src.eda.distribution_analyzer            | [17/49] NoOfAmpersandInURL
2026-06-17 20:21:25 | DEBUG    | src.eda.visualization_manager            | Plot style configured
2026-06-17 20:21:26 | DEBUG    | src.eda.visualization_manager            | Saved plot → outputs\plots\eda\distributions\NoOfAmpersandInURL.png
2026-06-17 20:21:26 | DEBUG    | src.eda.distribution_analyzer            | [18/49] NoOfOtherSpecialCharsInURL
2026-06-17 20:21:26 | DEBUG    | src.eda.visualization_manager            | Plot style configured
2026-06-17 20:21:27 | DEBUG    | src.eda.visualization_manager            | Saved plot → outputs\plots\eda\distributions\NoOfOtherSpecialCharsInURL.png
2026-06-17 20:21:27 | DEBUG    | src.eda.distribution_analyzer            | [19/49] SpacialCharRatioInURL
2026-06-17 20:21:27 | DEBUG    | src.eda.visualization_manager            | Plot style configured
2026-06-17 20:21:29 | DEBUG    | src.eda.visualization_manager            | Saved plot → outputs\plots\eda\distributions\SpacialCharRatioInURL.png
2026-06-17 20:21:29 | DEBUG    | src.eda.distribution_analyzer            | [20/49] HasObfuscation
2026-06-17 20:21:29 | DEBUG    | src.eda.visualization_manager            | Plot style configured
2026-06-17 20:21:30 | DEBUG    | src.eda.visualization_manager            | Saved plot → outputs\plots\eda\distributions\HasObfuscation.png
2026-06-17 20:21:30 | DEBUG    | src.eda.distribution_analyzer            | [21/49] NoOfObfuscatedChar
2026-06-17 20:21:30 | DEBUG    | src.eda.visualization_manager            | Plot style configured
2026-06-17 20:21:31 | DEBUG    | src.eda.visualization_manager            | Saved plot → outputs\plots\eda\distributions\NoOfObfuscatedChar.png
2026-06-17 20:21:31 | DEBUG    | src.eda.distribution_analyzer            | [22/49] ObfuscationRatio
2026-06-17 20:21:31 | DEBUG    | src.eda.visualization_manager            | Plot style configured
2026-06-17 20:21:32 | DEBUG    | src.eda.visualization_manager            | Saved plot → outputs\plots\eda\distributions\ObfuscationRatio.png
2026-06-17 20:21:32 | DEBUG    | src.eda.distribution_analyzer            | [23/49] LineOfCode
2026-06-17 20:21:32 | DEBUG    | src.eda.visualization_manager            | Plot style configured
2026-06-17 20:21:33 | DEBUG    | src.eda.visualization_manager            | Saved plot → outputs\plots\eda\distributions\LineOfCode.png
2026-06-17 20:21:33 | DEBUG    | src.eda.distribution_analyzer            | [24/49] LargestLineLength
2026-06-17 20:21:33 | DEBUG    | src.eda.visualization_manager            | Plot style configured
2026-06-17 20:21:34 | DEBUG    | src.eda.visualization_manager            | Saved plot → outputs\plots\eda\distributions\LargestLineLength.png
2026-06-17 20:21:34 | DEBUG    | src.eda.distribution_analyzer            | [25/49] HasTitle
2026-06-17 20:21:34 | DEBUG    | src.eda.visualization_manager            | Plot style configured
2026-06-17 20:21:35 | DEBUG    | src.eda.visualization_manager            | Saved plot → outputs\plots\eda\distributions\HasTitle.png
2026-06-17 20:21:35 | DEBUG    | src.eda.distribution_analyzer            | [26/49] DomainTitleMatchScore
2026-06-17 20:21:35 | DEBUG    | src.eda.visualization_manager            | Plot style configured
2026-06-17 20:21:38 | DEBUG    | src.eda.visualization_manager            | Saved plot → outputs\plots\eda\distributions\DomainTitleMatchScore.png
2026-06-17 20:21:38 | DEBUG    | src.eda.distribution_analyzer            | [27/49] HasFavicon
2026-06-17 20:21:38 | DEBUG    | src.eda.visualization_manager            | Plot style configured
2026-06-17 20:21:38 | DEBUG    | src.eda.visualization_manager            | Saved plot → outputs\plots\eda\distributions\HasFavicon.png
2026-06-17 20:21:38 | DEBUG    | src.eda.distribution_analyzer            | [28/49] Robots
2026-06-17 20:21:38 | DEBUG    | src.eda.visualization_manager            | Plot style configured
2026-06-17 20:21:39 | DEBUG    | src.eda.visualization_manager            | Saved plot → outputs\plots\eda\distributions\Robots.png
2026-06-17 20:21:39 | DEBUG    | src.eda.distribution_analyzer            | [29/49] IsResponsive
2026-06-17 20:21:39 | DEBUG    | src.eda.visualization_manager            | Plot style configured
2026-06-17 20:21:39 | DEBUG    | src.eda.visualization_manager            | Saved plot → outputs\plots\eda\distributions\IsResponsive.png
2026-06-17 20:21:39 | DEBUG    | src.eda.distribution_analyzer            | [30/49] HasDescription
2026-06-17 20:21:39 | DEBUG    | src.eda.visualization_manager            | Plot style configured
2026-06-17 20:21:40 | DEBUG    | src.eda.visualization_manager            | Saved plot → outputs\plots\eda\distributions\HasDescription.png
2026-06-17 20:21:40 | DEBUG    | src.eda.distribution_analyzer            | [31/49] NoOfURLRedirect
2026-06-17 20:21:40 | DEBUG    | src.eda.visualization_manager            | Plot style configured
2026-06-17 20:21:41 | DEBUG    | src.eda.visualization_manager            | Saved plot → outputs\plots\eda\distributions\NoOfURLRedirect.png
2026-06-17 20:21:41 | DEBUG    | src.eda.distribution_analyzer            | [32/49] NoOfSelfRedirect
2026-06-17 20:21:41 | DEBUG    | src.eda.visualization_manager            | Plot style configured
2026-06-17 20:21:41 | DEBUG    | src.eda.visualization_manager            | Saved plot → outputs\plots\eda\distributions\NoOfSelfRedirect.png
2026-06-17 20:21:41 | DEBUG    | src.eda.distribution_analyzer            | [33/49] NoOfPopup
2026-06-17 20:21:41 | DEBUG    | src.eda.visualization_manager            | Plot style configured
2026-06-17 20:21:42 | DEBUG    | src.eda.visualization_manager            | Saved plot → outputs\plots\eda\distributions\NoOfPopup.png
2026-06-17 20:21:42 | DEBUG    | src.eda.distribution_analyzer            | [34/49] NoOfiFrame
2026-06-17 20:21:42 | DEBUG    | src.eda.visualization_manager            | Plot style configured
2026-06-17 20:21:44 | DEBUG    | src.eda.visualization_manager            | Saved plot → outputs\plots\eda\distributions\NoOfiFrame.png
2026-06-17 20:21:44 | DEBUG    | src.eda.distribution_analyzer            | [35/49] HasExternalFormSubmit
2026-06-17 20:21:44 | DEBUG    | src.eda.visualization_manager            | Plot style configured
2026-06-17 20:21:44 | DEBUG    | src.eda.visualization_manager            | Saved plot → outputs\plots\eda\distributions\HasExternalFormSubmit.png
2026-06-17 20:21:44 | DEBUG    | src.eda.distribution_analyzer            | [36/49] HasSubmitButton
2026-06-17 20:21:44 | DEBUG    | src.eda.visualization_manager            | Plot style configured
2026-06-17 20:21:45 | DEBUG    | src.eda.visualization_manager            | Saved plot → outputs\plots\eda\distributions\HasSubmitButton.png
2026-06-17 20:21:45 | DEBUG    | src.eda.distribution_analyzer            | [37/49] HasHiddenFields
2026-06-17 20:21:45 | DEBUG    | src.eda.visualization_manager            | Plot style configured
2026-06-17 20:21:45 | DEBUG    | src.eda.visualization_manager            | Saved plot → outputs\plots\eda\distributions\HasHiddenFields.png
2026-06-17 20:21:45 | DEBUG    | src.eda.distribution_analyzer            | [38/49] HasPasswordField
2026-06-17 20:21:45 | DEBUG    | src.eda.visualization_manager            | Plot style configured
2026-06-17 20:21:46 | DEBUG    | src.eda.visualization_manager            | Saved plot → outputs\plots\eda\distributions\HasPasswordField.png
2026-06-17 20:21:46 | DEBUG    | src.eda.distribution_analyzer            | [39/49] HasSocialNet
2026-06-17 20:21:46 | DEBUG    | src.eda.visualization_manager            | Plot style configured
2026-06-17 20:21:47 | DEBUG    | src.eda.visualization_manager            | Saved plot → outputs\plots\eda\distributions\HasSocialNet.png
2026-06-17 20:21:47 | DEBUG    | src.eda.distribution_analyzer            | [40/49] HasCopyrightInfo
2026-06-17 20:21:47 | DEBUG    | src.eda.visualization_manager            | Plot style configured
2026-06-17 20:21:47 | DEBUG    | src.eda.visualization_manager            | Saved plot → outputs\plots\eda\distributions\HasCopyrightInfo.png
2026-06-17 20:21:47 | DEBUG    | src.eda.distribution_analyzer            | [41/49] Bank
2026-06-17 20:21:47 | DEBUG    | src.eda.visualization_manager            | Plot style configured
2026-06-17 20:21:48 | DEBUG    | src.eda.visualization_manager            | Saved plot → outputs\plots\eda\distributions\Bank.png
2026-06-17 20:21:48 | DEBUG    | src.eda.distribution_analyzer            | [42/49] Pay
2026-06-17 20:21:48 | DEBUG    | src.eda.visualization_manager            | Plot style configured
2026-06-17 20:21:48 | DEBUG    | src.eda.visualization_manager            | Saved plot → outputs\plots\eda\distributions\Pay.png
2026-06-17 20:21:48 | DEBUG    | src.eda.distribution_analyzer            | [43/49] Crypto
2026-06-17 20:21:48 | DEBUG    | src.eda.visualization_manager            | Plot style configured
2026-06-17 20:21:49 | DEBUG    | src.eda.visualization_manager            | Saved plot → outputs\plots\eda\distributions\Crypto.png
2026-06-17 20:21:49 | DEBUG    | src.eda.distribution_analyzer            | [44/49] NoOfImage
2026-06-17 20:21:49 | DEBUG    | src.eda.visualization_manager            | Plot style configured
2026-06-17 20:21:50 | DEBUG    | src.eda.visualization_manager            | Saved plot → outputs\plots\eda\distributions\NoOfImage.png
2026-06-17 20:21:50 | DEBUG    | src.eda.distribution_analyzer            | [45/49] NoOfCSS
2026-06-17 20:21:50 | DEBUG    | src.eda.visualization_manager            | Plot style configured
2026-06-17 20:21:51 | DEBUG    | src.eda.visualization_manager            | Saved plot → outputs\plots\eda\distributions\NoOfCSS.png
2026-06-17 20:21:51 | DEBUG    | src.eda.distribution_analyzer            | [46/49] NoOfJS
2026-06-17 20:21:51 | DEBUG    | src.eda.visualization_manager            | Plot style configured
2026-06-17 20:21:53 | DEBUG    | src.eda.visualization_manager            | Saved plot → outputs\plots\eda\distributions\NoOfJS.png
2026-06-17 20:21:53 | DEBUG    | src.eda.distribution_analyzer            | [47/49] NoOfSelfRef
2026-06-17 20:21:53 | DEBUG    | src.eda.visualization_manager            | Plot style configured
2026-06-17 20:21:54 | DEBUG    | src.eda.visualization_manager            | Saved plot → outputs\plots\eda\distributions\NoOfSelfRef.png
2026-06-17 20:21:54 | DEBUG    | src.eda.distribution_analyzer            | [48/49] NoOfEmptyRef
2026-06-17 20:21:54 | DEBUG    | src.eda.visualization_manager            | Plot style configured
2026-06-17 20:21:55 | DEBUG    | src.eda.visualization_manager            | Saved plot → outputs\plots\eda\distributions\NoOfEmptyRef.png
2026-06-17 20:21:55 | DEBUG    | src.eda.distribution_analyzer            | [49/49] NoOfExternalRef
2026-06-17 20:21:55 | DEBUG    | src.eda.visualization_manager            | Plot style configured
2026-06-17 20:21:56 | DEBUG    | src.eda.visualization_manager            | Saved plot → outputs\plots\eda\distributions\NoOfExternalRef.png
2026-06-17 20:21:56 | INFO     | src.eda.distribution_analyzer            | Distribution plots saved: 49
2026-06-17 20:21:57 | DEBUG    | src.eda.visualization_manager            | Plot style configured
2026-06-17 20:22:00 | DEBUG    | src.eda.visualization_manager            | Saved plot → outputs\plots\eda\outlier_boxplots.png
2026-06-17 20:22:02 | DEBUG    | src.eda.visualization_manager            | Saved plot → outputs\plots\eda\skewness_summary.png
2026-06-17 20:22:02 | INFO     | src.eda.correlation_analyzer             | ============================================================
2026-06-17 20:22:02 | INFO     | src.eda.correlation_analyzer             | M2.1 — CORRELATION ANALYSIS MODULE
2026-06-17 20:22:02 | INFO     | src.eda.correlation_analyzer             | ============================================================
2026-06-17 20:22:02 | INFO     | src.eda.correlation_analyzer             | Computing Pearson correlation (48 numeric features) …
2026-06-17 20:22:03 | INFO     | src.eda.correlation_analyzer             | Pearson matrix computed ✓
2026-06-17 20:22:03 | INFO     | src.eda.correlation_analyzer             | Computing Spearman correlation (48 features, 50,000 rows) …
